序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
195,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
196,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
197,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
198,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
199,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
200,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
201,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
202,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
203,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
204,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
205,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
206,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
207,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
208,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
209,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
210,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
211,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
212,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
213,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
214,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
215,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
216,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
217,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
218,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
219,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
220,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
221,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
222,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
223,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
224,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
225,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
226,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
227,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
228,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
229,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
230,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
231,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
232,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
233,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
234,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
235,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
236,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
237,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
238,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
239,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
240,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
241,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
242,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
243,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
244,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
245,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
246,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
247,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
248,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
249,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
250,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
251,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
252,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
253,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
254,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
255,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
256,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
257,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
258,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
259,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
260,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
261,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
262,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
263,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
264,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
265,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
266,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
267,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
268,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
269,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
270,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
271,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
272,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
273,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
274,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
275,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
276,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
277,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
278,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
279,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
280,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
281,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
282,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
283,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
284,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
285,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
286,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
287,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
288,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
289,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
290,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
291,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
292,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
293,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
294,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
295,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
296,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
297,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
298,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
299,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
300,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
301,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
302,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
303,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
304,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
305,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
306,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
307,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
308,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
309,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
310,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
311,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
312,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
313,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
314,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
315,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
316,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
317,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
318,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
319,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750,200,300,400,500,500,600,720,837,837,837,837,837,837,837,837,837,750
